id,index,imageurl,title,author,category id,category,rating
283,1421416379.jpg,http://ecx.images-amazon.com/images/I/41BE9KlOMFL.jpg,Policy Documents and Reports,AAUP,31,Education & Teaching,2
284,1475810105.jpg,http://ecx.images-amazon.com/images/I/41UaDFHzW-L.jpg,"The ""How To"" Grants Manual: Successful Grantseeking Techniques for Obtaining Public and Private Grants",David G. Bauer,31,Education & Teaching,4
285,1118032012.jpg,http://ecx.images-amazon.com/images/I/41NCxcCblBL.jpg,"The Law of Higher Education, 2 Volume Set",William A. Kaplin,31,Education & Teaching,2
286,0230338828.jpg,http://ecx.images-amazon.com/images/I/411gp0FGggL.jpg,"The Engaged Campus: Certificates, Minors, and Majors as the New Community Engagement (Community Engagement in Higher Education)",,31,Education & Teaching,1
287,1579222358.jpg,http://ecx.images-amazon.com/images/I/41CKQyYD0WL.jpg,"The Chief Diversity Officer: Strategy Structure, and Change Management",Damon A. Williams,31,Education & Teaching,5
288,1475818459.jpg,http://ecx.images-amazon.com/images/I/51wWhR3EJtL.jpg,Engaging Risk: A Guide for College Leaders,Paula Vene Smith,31,Education & Teaching,5
289,0415517346.jpg,http://ecx.images-amazon.com/images/I/51xCdnRJy0L.jpg,"Fundraising and Institutional Advancement: Theory, Practice, and New Paradigms (Core Concepts in Higher Education)",Noah D. Drezner,31,Education & Teaching,3
290,0470603348.jpg,http://ecx.images-amazon.com/images/I/51QC-cGuR4L.jpg,Developing and Sustaining Successful First-Year Programs: A Guide for Practitioners,Gerald M. Greenfield,31,Education & Teaching,1
291,1574403419.jpg,http://ecx.images-amazon.com/images/I/51BEUfJ79CL.jpg,Survey of Best Practices in Student Retention 2015 Edition,Primary Research Group Staff,31,Education & Teaching,2
292,0691165599.jpg,http://ecx.images-amazon.com/images/I/51oBkq4NlmL.jpg,Higher Education in the Digital Age,William G. Bowen,31,Education & Teaching,3
293,1118097351.jpg,http://ecx.images-amazon.com/images/I/51uKAZbvklL.jpg,Appreciative Inquiry in Higher Education: A Transformative Force,Jeanie Cockell,31,Education & Teaching,2
294,1118388437.jpg,http://ecx.images-amazon.com/images/I/41gxqkZmkAL.jpg,"Advancing Social Justice: Tools, Pedagogies, and Strategies to Transform Your Campus",Tracy Davis,31,Education & Teaching,5
295,1421410249.jpg,http://ecx.images-amazon.com/images/I/51Td9iZA2YL.jpg,Presidencies Derailed: Why University Leaders Fail and How to Prevent It,Stephen Joel Trachtenberg,31,Education & Teaching,2
296,1602355185.jpg,http://ecx.images-amazon.com/images/I/51p699GdZCL.jpg,First-Year Composition: From Theory to Practice (Lauer Series in Rhetoric and Composition),,31,Education & Teaching,4
297,1498515800.jpg,http://ecx.images-amazon.com/images/I/51cA15lrvjL.jpg,Mentoring At-Risk Students through the Hidden Curriculum of Higher Education,Buffy Smith,31,Education & Teaching,4
298,1421404486.jpg,http://ecx.images-amazon.com/images/I/41Taveg51CL.jpg,The Organization of Higher Education: Managing Colleges for a New Era,,31,Education & Teaching,1
299,1620362007.jpg,http://ecx.images-amazon.com/images/I/51yDbdlwUoL.jpg,"Search Committees: A Comprehensive Guide to Successful Faculty, Staff, and Administrative Searches",Christopher D. Lee,31,Education & Teaching,1
300,1602354332.jpg,http://ecx.images-amazon.com/images/I/51lh3gjjwGL.jpg,A Rhetoric for Writing Program Administrators (Writing Program Administration),,31,Education & Teaching,3
301,1119050898.jpg,http://ecx.images-amazon.com/images/I/51EXgGao3%2BL.jpg,Learning Assessment Techniques: A Handbook for College Faculty,Elizabeth F. Barkley,31,Education & Teaching,1
302,1421414376.jpg,http://ecx.images-amazon.com/images/I/41flBvhmt6L.jpg,Transforming Students: Fulfilling the Promise of Higher Education,Charity Johansson,31,Education & Teaching,2
303,0742563200.jpg,http://ecx.images-amazon.com/images/I/41PSJzGLtiL.jpg,"Faculty Success through Mentoring: A Guide for Mentors, Mentees, and Leaders (The ACE Series on Higher Education)",Carole J. Bland,31,Education & Teaching,5
304,1620360055.jpg,http://ecx.images-amazon.com/images/I/41ymaAUnoUL.jpg,Creating a Service Culture in Higher Education Administration,Mario C. Martinez,31,Education & Teaching,1
305,1475805187.jpg,http://ecx.images-amazon.com/images/I/51RQMQVEaXL.jpg,Conflicts in Culture: Strategies to Understand and Resolve the Issues,Sandra Harris,31,Education & Teaching,5
306,1475811039.jpg,http://ecx.images-amazon.com/images/I/51JdY-H9SjL.jpg,Minding the Dream: The Process and Practice of the American Community College,Gail O. Mellow,31,Education & Teaching,3
307,0830840710.jpg,http://ecx.images-amazon.com/images/I/51e291heJlL.jpg,The Pietist Vision of Christian Higher Education: Forming Whole and Holy Persons,,31,Education & Teaching,2
308,0871173174.jpg,http://ecx.images-amazon.com/images/I/414qPHy2V5L.jpg,Balancing the Presidential Seesaw: Case Studies in Community College Leadership,George B. Vaughan,31,Education & Teaching,3
309,1604148721.jpg,http://ecx.images-amazon.com/images/I/51o-ZqE72OL.jpg,Yale & The Ivy League Cartel - How a college lost its soul and became a hedge fund,Edwin S. Rockefeller,31,Education & Teaching,3
310,1118321855.jpg,http://ecx.images-amazon.com/images/I/51nDz2oQvbL.jpg,General Education Essentials: A Guide for College Faculty,Paul Hanstedt,31,Education & Teaching,2
311,0415891140.jpg,http://ecx.images-amazon.com/images/I/41HOYRFn8bL.jpg,Embracing Non-Tenure Track Faculty: Changing Campuses for the New Faculty Majority,,31,Education & Teaching,1
312,1442213620.jpg,http://ecx.images-amazon.com/images/I/51UzgX3p%2BRL.jpg,Assessment for Excellence: The Philosophy and Practice of Assessment and Evaluation in Higher Education (The ACE Series on Higher Education),Alexander W. Astin,31,Education & Teaching,4
313,1442204648.jpg,http://ecx.images-amazon.com/images/I/419dPZloroL.jpg,Leading from the Middle: A Case-Study Approach to Academic Leadership for Associate and Assistant Deans (The ACE Series on Higher Education),Tammy Stone,31,Education & Teaching,3
314,1494975904.jpg,http://ecx.images-amazon.com/images/I/510zpVT8q8L.jpg,Tenure hacks: The 12 secrets of making tenure,Russell James,31,Education & Teaching,4
315,1475803249.jpg,http://ecx.images-amazon.com/images/I/41l8HPjkWtL.jpg,"Rubric Assessment Goes to College: Objective, Comprehensive Evaluation of Student Work",Mary J. Goggins Selke,31,Education & Teaching,1
316,1118004736.jpg,http://ecx.images-amazon.com/images/I/51up6lxmUzL.jpg,Confessions of a Community College Administrator,Matthew Reed,31,Education & Teaching,5
317,1680991280.jpg,http://ecx.images-amazon.com/images/I/41fHAaCfD3L.jpg,Little Book of Restorative Justice for Colleges & Universities: Revised & Updated,David Karp,31,Education & Teaching,1
318,1495385175.jpg,http://ecx.images-amazon.com/images/I/41AMG%2Bvs2CL.jpg,Study Simpler: Study Skills Development,Mitch Colver,31,Education & Teaching,2
319,1588742679.jpg,http://ecx.images-amazon.com/images/I/512R952C%2BYL.jpg,Career Aspirations & Expeditions: Advancing Your Career in Higher Education Administration,Nancy Archer Martin,31,Education & Teaching,1
320,0871173859.jpg,http://ecx.images-amazon.com/images/I/61SL24XnBCL.jpg,The Creative Community College: Leading Change Through Innovation,,31,Education & Teaching,3
321,1606239953.jpg,http://ecx.images-amazon.com/images/I/512U2XRHJQL.jpg,College Drinking and Drug Use (Duke Series in Child Develpment and Public Policy),,31,Education & Teaching,3
322,0989863123.jpg,http://ecx.images-amazon.com/images/I/41bP0ZPBi9L.jpg,Lean University: A Guide to Renewal and Prosperity,Bob Emiliani,31,Education & Teaching,2
323,1466672447.jpg,http://ecx.images-amazon.com/images/I/517g7X2LCLL.jpg,New Voices in Higher Education Research and Scholarship (Advances in Higher Education and Professional Development),Filipa M. Ribeiro,31,Education & Teaching,3
324,1515376001.jpg,http://ecx.images-amazon.com/images/I/41FnLW3i2IL.jpg,"Devil in the Grove | Summary: Summary and Analysis of Gilbert King's Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America",Summary Station,31,Education & Teaching,1
325,160235359X.jpg,http://ecx.images-amazon.com/images/I/51IVQY2HSzL.jpg,Writing Program Administration and the Community College,Heather Ostman,31,Education & Teaching,2
326,1466650559.jpg,http://ecx.images-amazon.com/images/I/51UMaJWLSyL.jpg,Reforming Teacher Education for Online Pedagogy Development (Advances in Higher Education and Professional Development (Ahepd)),Abigail G. Scheg,31,Education & Teaching,4
327,1466673168.jpg,http://ecx.images-amazon.com/images/I/51xY7iQPIKL.jpg,Assessing the Role of Mobile Technologies and Distance Learning in Higher Education (Advances in Mobile and Distance Learning),Patricia Ord???�ez de Pablos,31,Education & Teaching,2
328,1602356653.jpg,http://ecx.images-amazon.com/images/I/61DMc%2BVV-7L.jpg,Foundational Practices of Online Writing Instruction (Perspectives on Writing),,31,Education & Teaching,5
329,1442206330.jpg,http://ecx.images-amazon.com/images/I/51g6F6WNhsL.jpg,Making the Case for Leadership: Profiles of Chief Advancement Officers in Higher Education,Jon Derek Croteau,31,Education & Teaching,2
330,1475814410.jpg,http://ecx.images-amazon.com/images/I/41aCm5xzG3L.jpg,Grant Writing: Practical Strategies for Scholars and Professionals (The Concordia University Leadership Series),Rekha S. Rajan,31,Education & Teaching,1
331,1505385369.jpg,http://ecx.images-amazon.com/images/I/31ePClyJatL.jpg,The I's Have It: Reflections on Introversion in Student Affairs,Amma Marfo,31,Education & Teaching,2
332,1607096587.jpg,http://ecx.images-amazon.com/images/I/41%2BcuLFBgBL.jpg,"The Art and Politics of Academic Governance: Relations among Boards, Presidents, and Faculty (The ACE Series on Higher Education)",Kenneth P. Mortimer president emeritus  Western Washington University and the University of Hawai'i and chancellor emeritus of the University of Hawai'i at Manoa,31,Education & Teaching,4
333,0871173751.jpg,http://ecx.images-amazon.com/images/I/41lIUYU-xsL.jpg,Insider's Guide to Community College Administration,Robert Jensen,31,Education & Teaching,2
334,0849385237.jpg,http://ecx.images-amazon.com/images/I/51Nh8SWDm2L.jpg,Handbook of Applied Cryptography (Discrete Mathematics and Its Applications),Alfred J. Menezes,6,Computers & Technology,4
335,143989583X.jpg,http://ecx.images-amazon.com/images/I/51MJsu-WA3L.jpg,"Hardware Security: Design, Threats, and Safeguards",Debdeep Mukhopadhyay,6,Computers & Technology,2
336,1449374182.jpg,http://ecx.images-amazon.com/images/I/51Us6NG6c%2BL.jpg,"Accumulo: Application Development, Table Design, and Best Practices",Aaron Cordova,6,Computers & Technology,5
337,1466561866.jpg,http://ecx.images-amazon.com/images/I/41DVsRPFvQL.jpg,Secret History: The Story of Cryptology (Discrete Mathematics and Its Applications),Craig P. Bauer,6,Computers & Technology,5
338,1118918215.jpg,http://ecx.images-amazon.com/images/I/61JDrAlnqZL.jpg,Wireshark for Security Professionals: Using Wireshark and the Metasploit Framework,Jessey Bullock,6,Computers & Technology,1
339,0471223573.jpg,http://ecx.images-amazon.com/images/I/41LLwfr27lL.jpg,Practical Cryptography,Niels Ferguson,6,Computers & Technology,2
340,0521035368.jpg,http://ecx.images-amazon.com/images/I/51SCL9%2BefwL.jpg,"Foundations of Cryptography: Volume 1, Basic Tools",Oded Goldreich,6,Computers & Technology,1
341,0802715478.jpg,http://ecx.images-amazon.com/images/I/51CZCYjex5L.jpg,Codebreaker: The History of Codes and Ciphers,Stephen Pincock,6,Computers & Technology,2
342,1466561998.jpg,http://ecx.images-amazon.com/images/I/51XfxTpOedL.jpg,How I Discovered World War II's Greatest Spy and Other Stories of Intelligence and Code,David Kahn,6,Computers & Technology,3
343,1107043050.jpg,http://ecx.images-amazon.com/images/I/516n6YHq0oL.jpg,Secure Multiparty Computation and Secret Sharing,Ronald Cramer,6,Computers & Technology,3
344,0130889768.jpg,http://ecx.images-amazon.com/images/I/51G0A415FCL.jpg,Invitation to Cryptology,Thomas H. Barr,6,Computers & Technology,5
345,0735657823.jpg,http://ecx.images-amazon.com/images/I/419bLl14I3L.jpg,CISSP Training Kit (Microsoft Press Training Kit),David R. Miller,6,Computers & Technology,5
346,0596003943.jpg,http://ecx.images-amazon.com/images/I/514IJ63%2Bc-L.jpg,"Secure Programming Cookbook for C and C++: Recipes for Cryptography, Authentication, Input Validation & More",John Viega,6,Computers & Technology,2
347,1118188586.jpg,http://ecx.images-amazon.com/images/I/51fBVwSz5xL.jpg,Computational Number Theory and Modern Cryptography,Song Y. Yan,6,Computers & Technology,3
348,1439866155.jpg,http://ecx.images-amazon.com/images/I/41Gt6qXciVL.jpg,Computational Number Theory (Discrete Mathematics and Its Applications),Abhijit Das,6,Computers & Technology,5
349,1107013925.jpg,http://ecx.images-amazon.com/images/I/31TMU6-7QaL.jpg,Mathematics of Public Key Cryptography,Professor Steven D. Galbraith,6,Computers & Technology,2
350,8126513683.jpg,http://ecx.images-amazon.com/images/I/51MPA49UGML.jpg,"Applied Cryptography: Protocols, Algorithms, and Source Code in C",Bruce Schneier,6,Computers & Technology,1
351,047013593X.jpg,http://ecx.images-amazon.com/images/I/51Ex9NIvOxL.jpg,Modern Cryptanalysis: Techniques for Advanced Code Breaking,Christopher Swenson,6,Computers & Technology,5
352,052111991X.jpg,http://ecx.images-amazon.com/images/I/51Xge69cnHL.jpg,"Foundations of Cryptography: Volume 2, Basic Applications",Oded Goldreich,6,Computers & Technology,5
353,0387308571.jpg,http://ecx.images-amazon.com/images/I/41byDccLVWL.jpg,Power Analysis Attacks: Revealing the Secrets of Smart Cards (Advances in Information Security),Stefan Mangard,6,Computers & Technology,5
354,1627055096.jpg,http://ecx.images-amazon.com/images/I/517BH3mFPYL.jpg,"Physically Unclonable Functions (PUFs): Applications, Models, and Future Directi (Synthesis Lectures on Information Security, Privacy, and Tru)",Christian Wachsmann,6,Computers & Technology,5
355,0071602178.jpg,http://ecx.images-amazon.com/images/I/51cicC2R5WL.jpg,"CISSP All-in-One Exam Guide, Fifth Edition",Shon Harris,6,Computers & Technology,2
356,3540887016.jpg,http://ecx.images-amazon.com/images/I/41QW3nPPxBL.jpg,Post-Quantum Cryptography,,6,Computers & Technology,5
357,0521821045.jpg,http://ecx.images-amazon.com/images/I/31EfK%2BspRnL.jpg,"Signal Design for Good Correlation: For Wireless Communication, Cryptography, and Radar",Solomon W. Golomb,6,Computers & Technology,4
358,3642205410.jpg,http://ecx.images-amazon.com/images/I/41k6fyDIaIL.jpg,"Chaos-based Cryptography: Theory, Algorithms and Applications (Studies in Computational Intelligence)",,6,Computers & Technology,5
359,1783985984.jpg,http://ecx.images-amazon.com/images/I/51bJ%2BMCm6hL.jpg,Kali Linux CTF Blueprints,Cameron Buchanan,6,Computers & Technology,5
360,0387773258.jpg,http://ecx.images-amazon.com/images/I/414wH5t9vHL.jpg,Introduction to Biometrics,Anil Jain,6,Computers & Technology,4
361,0387718168.jpg,http://ecx.images-amazon.com/images/I/31d2iDpnM2L.jpg,Cryptographic Engineering,,6,Computers & Technology,4
362,1461352932.jpg,http://ecx.images-amazon.com/images/I/41CmfhRQywL.jpg,Complexity of Lattice Problems: A Cryptographic Perspective (The Springer International Series in Engineering and Computer Science),Daniele Micciancio,6,Computers & Technology,2
363,1597496553.jpg,http://ecx.images-amazon.com/images/I/51NE5Ii4imL.jpg,The Basics of Hacking and Penetration Testing: Ethical Hacking and Penetration Testing Made Easy (Syngress Basics Series),Patrick Engebretson,6,Computers & Technology,5
364,0691102880.jpg,http://ecx.images-amazon.com/images/I/41mr-Cz7M-L.jpg,Algebraic Geometry in Coding Theory and Cryptography,Harald Niederreiter,6,Computers & Technology,5
365,0071770380.jpg,http://ecx.images-amazon.com/images/I/51OomJc43sL.jpg,"Mike Meyers' CompTIA Security+ Certification Passport, Third Edition (Exam SY0-301) (Mike Meyers' Certficiation Passport)",T. J. Samuelle,6,Computers & Technology,5
366,0130669431.jpg,http://ecx.images-amazon.com/images/I/51oqOOpxELL.jpg,Modern Cryptography: Theory and Practice,Wenbo Mao,6,Computers & Technology,1
367,1402080697.jpg,http://ecx.images-amazon.com/images/I/41htqAFK8XL.jpg,Data and Applications Security XVII: Status and Prospects (IFIP Advances in Information and Communication Technology),,6,Computers & Technology,5
368,1848829027.jpg,http://ecx.images-amazon.com/images/I/41E03xvaxCL.jpg,Handbook of Data Compression,David Salomon,6,Computers & Technology,1
369,0192803158.jpg,http://ecx.images-amazon.com/images/I/41wLCwPxRlL.jpg,Cryptography: A Very Short Introduction,Fred Piper,6,Computers & Technology,4
370,143987378X.jpg,http://ecx.images-amazon.com/images/I/51AX4DUzQrL.jpg,Handbook of Finite Fields (Discrete Mathematics and Its Applications),Gary L. Mullen,6,Computers & Technology,3
371,0071792341.jpg,http://ecx.images-amazon.com/images/I/51QreuVm5IL.jpg,"CISSP Practice Exams, Second Edition",Shon Harris,6,Computers & Technology,2
372,1491920947.jpg,http://ecx.images-amazon.com/images/I/51jr66uPsXL.jpg,"Essential Cybersecurity Science: Build, Test, and Evaluate Secure Systems",Josiah Dykstra,6,Computers & Technology,3
373,1107603455.jpg,http://ecx.images-amazon.com/images/I/51mvSJWVNyL.jpg,A Cryptography Primer: Secrets and Promises,Philip N. Klein,6,Computers & Technology,5
374,0321743091.jpg,http://ecx.images-amazon.com/images/I/51VHv4mwczL.jpg,"Understanding PKI: Concepts, Standards, and Deployment Considerations (paperback) (2nd Edition)",Carlisle Adams,6,Computers & Technology,3
375,1439831351.jpg,http://ecx.images-amazon.com/images/I/51yVMm59sIL.jpg,RC4 Stream Cipher and Its Variants (Discrete Mathematics and Its Applications),Goutam Paul,6,Computers & Technology,1
376,B009CV7C36.jpg,http://ecx.images-amazon.com/images/I/41HNbwRXqAL.jpg,"Applied Cryptography: Protocols, Algorithms, and Source Code in C [ APPLIED CRYPTOGRAPHY: PROTOCOLS, ALGORITHMS, AND SOURCE CODE IN C BY Schneier, Bruce ( Author ) Nov-01-1995",Bruce Schneier,6,Computers & Technology,2
377,1430224649.jpg,http://ecx.images-amazon.com/images/I/51bHZSRvHwL.jpg,Expert SQL Server 2008 Encryption (Expert's Voice in SQL Server),Michael Coles,6,Computers & Technology,5
378,1118061152.jpg,http://ecx.images-amazon.com/images/I/51VHjbfD8pL.jpg,CompTIA Security+ Certification Kit Recommended Courseware: Exam SY0-301,Emmett Dulaney,6,Computers & Technology,1
379,1849695660.jpg,http://ecx.images-amazon.com/images/I/51YnGrUqitL.jpg,Instant Kali Linux,Abhinav Singh,6,Computers & Technology,5
380,1406798584.jpg,http://ecx.images-amazon.com/images/I/51yvlrYI9CL.jpg,Codes and Ciphers - A History of Cryptography,Alexander D'Agapeyeff,6,Computers & Technology,5
381,0789751674.jpg,http://ecx.images-amazon.com/images/I/51jBxBGA3hL.jpg,Security Program and Policies: Principles and Practices (2nd Edition) (Certification/Training),Sari Greene,6,Computers & Technology,2
382,0321268172.jpg,http://ecx.images-amazon.com/images/I/51L3IzhM3sL.jpg,File System Forensic Analysis,Brian Carrier,6,Computers & Technology,3
383,0190201274.jpg,http://ecx.images-amazon.com/images/I/511LTb1WbEL.jpg,"China and Cybersecurity: Espionage, Strategy, and Politics in the Digital Domain",,6,Computers & Technology,1
384,1515368424.jpg,http://ecx.images-amazon.com/images/I/61OCeuSDVOL.jpg,Password Journal: Password Keeper / Music Gifts ( Internet Address Logbook / Diary / Notebook ) (Password Journals - Music (Carnvial)),smART bookx,6,Computers & Technology,4
385,0133370437.jpg,http://ecx.images-amazon.com/images/I/51xnaocDAdL.jpg,Network Security Essentials Applications and Standards (5th Edition),William Stallings,6,Computers & Technology,2
386,1591869080.jpg,http://ecx.images-amazon.com/images/I/51PG3VkCPoL.jpg,"Internet Password Logbook - Botanical Edition: Keep track of: usernames, passwords, web addresses in one easy & organized location",Billie Brownell,6,Computers & Technology,4
387,1610395875.jpg,http://ecx.images-amazon.com/images/I/41N%2BoinO2GL.jpg,"Swiped: How to Protect Yourself in a World Full of Scammers, Phishers, and Identity Thieves",Adam Levin,6,Computers & Technology,5
388,1250060869.jpg,http://ecx.images-amazon.com/images/I/51M18AoGu4L.jpg,"Dragnet Nation: A Quest for Privacy, Security, and Freedom in a World of Relentless Surveillance",Julia Angwin,6,Computers & Technology,5
389,1587143259.jpg,http://ecx.images-amazon.com/images/I/417V5zUjw8L.jpg,Cisco ISE for BYOD and Secure Unified Access,Jamey Heary,6,Computers & Technology,2
390,1481931385.jpg,http://ecx.images-amazon.com/images/I/41nGmuS3YAL.jpg,Darknet: A Beginner's Guide to Staying Anonymous Online,Lance Henderson,6,Computers & Technology,2
391,0321753887.jpg,http://ecx.images-amazon.com/images/I/5151N6oWZoL.jpg,Scalability Rules: 50 Principles for Scaling Web Sites,Martin L. Abbott,6,Computers & Technology,1
392,1494943476.jpg,http://ecx.images-amazon.com/images/I/41HrFqkQtLL.jpg,Password Keeper: Password Reminder Book (Keyboard Cover),Cool Journals,6,Computers & Technology,5
393,1597974234.jpg,http://ecx.images-amazon.com/images/I/5184jnrg1ZL.jpg,Cyberpower and National Security (National Defense University),Franklin Kramer,6,Computers & Technology,2
394,1442242574.jpg,http://ecx.images-amazon.com/images/I/41lJ%2Bs5A-TL.jpg,"Privacy in the Age of Big Data: Recognizing Threats, Defending Your Rights, and Protecting Your Family",Theresa Payton,6,Computers & Technology,2
395,1849697663.jpg,http://ecx.images-amazon.com/images/I/51KgoVFNx-L.jpg,"Manga Studio 5, Beginner's Guide",Michael Rhodes,6,Computers & Technology,5
396,0071772499.jpg,http://ecx.images-amazon.com/images/I/41uIOSR0JgL.jpg,Reverse Deception: Organized Cyber Threat Counter-Exploitation,Sean Bodmer,6,Computers & Technology,1
397,0133547434.jpg,http://ecx.images-amazon.com/images/I/51nYcWI%2BOdL.jpg,Applied Information Security: A Hands-On Guide to Information Security Software (2nd Edition),Randall J. Boyle,6,Computers & Technology,5
398,007174245X.jpg,http://ecx.images-amazon.com/images/I/512SZfcPgSL.jpg,Computer Forensics InfoSec Pro Guide,David Cowen,6,Computers & Technology,2
399,1849517746.jpg,http://ecx.images-amazon.com/images/I/51AXzGAjUbL.jpg,Advanced Penetration Testing for Highly-Secured Environments: The Ultimate Security Guide (Open Source: Community Experience Distilled),Lee Allen,6,Computers & Technology,3
400,0991183509.jpg,http://ecx.images-amazon.com/images/I/41e6iEoCbGL.jpg,What Happens in Vegas Stays on YouTube,Erik Qualman,6,Computers & Technology,5
401,3950309349.jpg,http://ecx.images-amazon.com/images/I/51ZLl4LQwlL.jpg,"Complete Guide to Internet Privacy, Anonymity & Security",Matthew Bailey,6,Computers & Technology,5
402,1514162792.jpg,http://ecx.images-amazon.com/images/I/51UaJjkgInL.jpg,Parenting in the Digital World: A Step-by-Step Guide to Internet Safety,Clayton Cranford,6,Computers & Technology,3
403,0771025351.jpg,http://ecx.images-amazon.com/images/I/41Xd3Vc5%2BCL.jpg,"Black Code: Surveillance, Privacy, and the Dark Side of the Internet",Ronald J. Deibert,6,Computers & Technology,2
404,0124186769.jpg,http://ecx.images-amazon.com/images/I/41sJ7VBKrZL.jpg,Python Forensics: A workbench for inventing and sharing digital forensic technology,Chet Hosmer,6,Computers & Technology,1
405,0321304543.jpg,http://ecx.images-amazon.com/images/I/512l4XzEgXL.jpg,The Art of  Computer Virus Research and Defense,Peter Szor,6,Computers & Technology,5
406,098932740X.jpg,http://ecx.images-amazon.com/images/I/41eY74fv8hL.jpg,"A Fierce Domain: Conflict in Cyberspace, 1986 to 2012",,6,Computers & Technology,1
407,0991183525.jpg,http://ecx.images-amazon.com/images/I/41cDSRtJxKL.jpg,What Happens on Campus Stays on YouTube,Erik Qualman,6,Computers & Technology,3
408,1511572906.jpg,http://ecx.images-amazon.com/images/I/51dWURAmwtL.jpg,Debugging with Fiddler: The complete reference from the creator of the Fiddler Web Debugger,Eric Lawrence,6,Computers & Technology,4
409,0071792066.jpg,http://ecx.images-amazon.com/images/I/51v10v3jptL.jpg,"Malware, Rootkits & Botnets A Beginner's Guide",Christopher Elisan,6,Computers & Technology,3
410,1482252198.jpg,http://ecx.images-amazon.com/images/I/51Lsx6ZqfkL.jpg,Android Malware and Analysis,Ken Dunham,6,Computers & Technology,5
411,1785281518.jpg,http://ecx.images-amazon.com/images/I/51Tiu549JxL.jpg,Windows Malware Analysis Essentials,Victor Marak,6,Computers & Technology,4
412,1512317586.jpg,http://ecx.images-amazon.com/images/I/515XKAHXu%2BL.jpg,"Hacking: Viruses and Malware, Hacking an Email Address and Facebook page, and more! Cyber Security Playground Guide",Walter Spivak,6,Computers & Technology,5
413,0071798765.jpg,http://ecx.images-amazon.com/images/I/61mrirSIFpL.jpg,"Hacking Exposed Unified Communications & VoIP Security Secrets & Solutions, Second Edition",Mark Collier,6,Computers & Technology,2
414,1598220616.jpg,http://ecx.images-amazon.com/images/I/41ewon4IwOL.jpg,The Rootkit Arsenal: Escape and Evasion: Escape and Evasion in the Dark Corners of the System,Bill Blunden,6,Computers & Technology,5
415,1784393339.jpg,http://ecx.images-amazon.com/images/I/51wLITiwvlL.jpg,Wireshark Network Security,Piyush Verma,6,Computers & Technology,3
416,151737779X.jpg,http://ecx.images-amazon.com/images/I/51nODixIHjL.jpg,"Computer Hacking: A beginners guide to computer hacking (hacking, how to hack, hacking exposed, hacking system, hacking for dummies, hacking guide, ... Computer Bugs, internet skills) (Volume 2)",Matt Benton,6,Computers & Technology,5
417,0071819746.jpg,http://ecx.images-amazon.com/images/I/512NAoFx2HL.jpg,Advanced Malware Analysis,Christopher Elisan,6,Computers & Technology,3
418,1782169237.jpg,http://ecx.images-amazon.com/images/I/51zJSfT4S3L.jpg,Cuckoo Malware Analysis,Digit Oktavianto,6,Computers & Technology,5
419,130010970X.jpg,http://ecx.images-amazon.com/images/I/51GdkThd3eL.jpg,The Easy Guide To Spyware & Virus Removal,Ar Maclaren,6,Computers & Technology,1
420,1597492507.jpg,http://ecx.images-amazon.com/images/I/51FXrEwUALL.jpg,Configuring SonicWALL Firewalls,Chris Lathem,6,Computers & Technology,5
421,1783988800.jpg,http://ecx.images-amazon.com/images/I/51-AoVkQxuL.jpg,Testing and Securing Android Studio Applications,Belen Cruz Zapata,6,Computers & Technology,4
422,1476763259.jpg,http://ecx.images-amazon.com/images/I/41yAztaEZ%2BL.jpg,Dark Territory: The Secret History of Cyber War,Fred Kaplan,6,Computers & Technology,2
423,0198267290.jpg,http://ecx.images-amazon.com/images/I/31aa0EQIHRL.jpg,Verbal Aspect in New Testament Greek (Oxford Theology and Religion Monographs),Buist M. Fanning,6,Computers & Technology,4
424,1943517002.jpg,http://ecx.images-amazon.com/images/I/511mAx3ZvPL.jpg,Safe Computing is Like Safe Sex: You have to practice it to avoid infection,Richard G Lowe Jr,6,Computers & Technology,3
425,144140712X.jpg,http://ecx.images-amazon.com/images/I/518dS0wEeUL.jpg,"The Giant Black Book of Computer Viruses, 2nd Edition",Mark Ludwig,6,Computers & Technology,1
426,0764574183.jpg,http://ecx.images-amazon.com/images/I/51DAVGE7NYL.jpg,Computer Viruses For Dummies,Peter H. Gregory,6,Computers & Technology,3
427,0596006616.jpg,http://ecx.images-amazon.com/images/I/51E8%2BmiFnmL.jpg,Managing Security with Snort and IDS Tools,Christopher Gerg,6,Computers & Technology,2
428,1782175490.jpg,http://ecx.images-amazon.com/images/I/511S-vDxkVL.jpg,Hyper-V Security,Eric Siron,6,Computers & Technology,4
429,0596001053.jpg,http://ecx.images-amazon.com/images/I/51tO4MxoceL.jpg,Database Nation : The Death of Privacy in the 21st Century,Simson Garfinkel,6,Computers & Technology,2
430,0596006691.jpg,http://ecx.images-amazon.com/images/I/51r%2BSJVrtRL.jpg,Computer Security Basics,Rick Lehtinen,6,Computers & Technology,2
431,0596523025.jpg,http://ecx.images-amazon.com/images/I/410CmZqVAOL.jpg,The Myths of Security: What the Computer Security Industry Doesn't Want You to Know,John Viega,6,Computers & Technology,5
432,1597495514.jpg,http://ecx.images-amazon.com/images/I/41lbkA%2B4S0L.jpg,Seven Deadliest Microsoft Attacks (Seven Deadliest Attacks),Rob Kraus,6,Computers & Technology,3
